"Codigo","TITULO","Data (campo 5)","Data criação (campo 333a)","Criado por (campo 333b)"
"02378-01","RIO ZONA NORTE","-","-","-"
"00026-08","-","-","-","-"
"00026-11","LIGHT INDÚSTRIA DO DESENVOLVIMENTO","-","-","-"
"00026-12","-","-","-","-"
"00026-14","-","-","-","-"
"00026-09","-","-","-","-"
"00026-16","-","-","-","-"
"00026-24","-","-","-","-"
"00026-20","-","-","-","-"
"00026-23","-","-","-","-"
"02807-20","-","-","-","-"
"02807-19","LAST OF THE MOHICANS, The","-","-","-"
"02807-17","-","-","-","-"
"02807-14","-","-","-","-"
"02807-13","-","-","-","-"
"02807-12","-","-","-","-"
"02807-09","CLOCK, The","02","-","-"
"02807-07","BOYS TOWN","-","-","-"
"02807-06","MR. LUCKY","-","-","-"
"02807-05","-","-","-","-"
"02807-04","-","-","-","-"
"02807-02","CAUSE FOR ALARM","-","-","-"
"02807-01","-","-","-","-"
"02806-19","EROTISSIMO","-","-","-"
"02806-20","-","-","-","-"
"02806-16","TIME FOR DYING, A","-","-","-"
"02806-17","-","-","-","-"
"02806-18","-","-","-","-"
"02806-13","-","-","-","-"
"02806-14","APPOINTMENT WITH VENUS","-","-","-"
"02806-15","-","-","-","-"
"02806-11","-","-","-","-"
"02806-12","-","-","-","-"
"02806-08","-","-","-","-"
"02806-10","-","-","-","-"
"02806-04","-","-","-","-"
"02806-06","TRIPOLI","-","-","-"
"02806-02","-","-","-","-"
"02806-03","STRANGE COMPULSION","-","-","-"
"02808-19","-","-","-","-"
"02808-13","-","-","-","-"
"02808-12","-","-","-","-"
"02809-02","-","-","-","-"
"02808-09","-","-","-","-"
"02808-07","-","-","-","-"
"02808-06","-","-","-","-"
"02808-20","-","-","-","-"
"02808-16","CAPTAIN COURAGEOUS","-","-","-"
"02808-02","-","-","-","-"
"02809-03","-","-","-","-"
"02808-01","-","-","-","-"
"02808-11","-","-","-","-"
"02809-01","-","-","-","-"
"02808-14","-","-","-","-"
"02808-03","CHARGE OF THE LIGHT BRIGADE, The","-","-","-"
"02808-18","FLIC, Un","-","-","-"
"02808-17","-","-","-","-"
"02809-10","-","-","-","-"
"02809-11","-","-","-","-"
"02809-12","-","-","-","-"
"01783-01","-","-","-","-"
"02385-01","DAMA DO CINE SHANGHAI, A","-","-","-"
"02383-01","PROJETO TOUROS","-","-","-"
"01929-01e02","-","-","-","-"
"01929-03","EU PROFESSOR LEIGO","-","-","-"
"02813-01","VERGESST AMADEUS","-","-","-"
"02810-02","MAGICIENS, Les","-","-","-"
"02810-17","PADRE PADRONE","-","-","-"
"02812-14","STANZA DEL VESCOVO, La","02","-","-"
"02812-11","ANA Y LOS LOBOS","02","-","-"
"02812-12","ANA Y LOS LOBOS","02","-","-"
"02812-13","ANA Y LOS LOBOS","02","-","-"
"02812-08","MAGICIENS, Les","-","-","-"
"02812-07","PADRE PADRONE","-","-","-"
"02812-05","PADRE PADRONE","-","-","-"
"02812-06","PADRE PADRONE","-","-","-"
"02812-02","PADRE PADRONE","-","-","-"
"02812-03","PADRE PADRONE","-","-","-"
"02810-18","DELITTO D'AMORE","-","-","-"
"02811-01","ANA Y LOS LOBOS","-","-","-"
"02810-14","PADRE PADRONE","02","-","-"
"02810-09","FEMME INFIDELE, La","-","-","-"
"02811-03","ANA Y LOS LOBOS","-","-","-"
"02811-07","TARZÁN Y EL ARCO IRIS","-","-","-"
"02810-20","CONTROSESSO","-","-","-"
"02810-15","PADRE PADRONE","-","-","-"
"02810-04","MAGICIENS, Les","-","-","-"
"02810-08","STANZA DEL VESCOVO, La","-","-","-"
"02810-03","MAGICIENS, Les","-","-","-"
"02810-13","ALEXANDRE LE BIENHEUREUX","-","-","-"
"02810-06","GRANDE GUERRA, La","-","-","-"
"02810-01","MAGICIENS, Les","-","-","-"
"02810-05","GASPARDS, Les","-","-","-"
"02811-05","NOSUTORADAMUSU NO DAIYOGEN","-","-","-"
"02810-16","PADRE PADRONE","-","-","-"
"02810-12","ALEXANDRE LE BIENHEUREUX","-","-","-"
"02810-10","ALEXANDRE LE BIENHEREUX","-","-","-"
"02810-19","DELITTO D'AMORE","-","-","-"
"02811-08","TARZÁN Y EL ARCO IRIS","-","-","-"
"02811-02","ANA Y LOS LOBOS","-","-","-"
"02810-11","ALEXANDRE LE BIENHEUREUX","-","-","-"
"02811-04","NOSUTORADAMUSU NO DAIYOGEN","-","-","-"
"02811-06","-","-","-","-"
"02812-19","LIEBESNÃCHTE IN DER TAIGA","02","-","-"
"02812-20","LIEBESNÃCHTE IN DER TAIGA","-","-","-"
"02812-21","LIEBESNÃCHTE IN DER TAIGA","-","-","-"
"02812-16","TARZÁN Y EL ARCO IRIS","02","-","-"
"02812-15","DELITTO D'AMORE","02","-","-"
"02812-17","DELITTO D'AMORE","02","-","-"
"02812-09","ANA Y LOS LOBOS","-","-","-"
"02812-10","ANA Y LOS LOBOS","-","-","-"
"02812-18","ALEXANDRE LE BIENHEUREUX","02","-","-"
"00918-18","CHRISTUS","-","-","-"
"00918-04","-","-","-","-"
"00918-01","-","-","-","-"
"00918-10","-","-","-","-"
"00918-02","-","-","-","-"
"00918-14","-","-","-","-"
"00918-20","-","-","-","-"
"00919-12","-","-","-","-"
"00918-17","CHACUN PORTE SA CROIX","-","-","-"
"00918-12","-","-","-","-"
"00918-13","-","-","-","-"
"00918-03","-","-","-","-"
"00918-19","-","-","-","-"
"00919-01","-","-","-","-"
"00918-06","-","-","-","-"
"00919-02","-","-","-","-"
"00919-13","-","-","-","-"
"00918-09","METROPOLIS","-","-","-"
"00919-10","-","-","-","-"
"00918-11","-","-","-","-"
"00918-08","-","-","-","-"
"00919-05","-","-","-","-"
"00919-03","-","-","-","-"
"00918-05","-","-","-","-"
"00918-15","-","-","-","-"
"00918-16","-","-","-","-"
"00919-04","-","-","-","-"
"00918-07","-","-","-","-"
"00919-09","-","-","-","-"
"00919-11","ADIEU LES COPAINS","-","-","-"
"00919-08","-","-","-","-"
"00919-07","-","-","-","-"
"00919-06","-","-","-","-"
"00273-02","ARGILA","-","-","-"
"00786-05","-","-","-","-"
"00786-01","CRIME ET CHÂTIMENT","-","-","-"
"00786-04","MAA ON SYNTINEN LAULU","-","-","-"
"00786-02","-","-","-","-"
"02819-02","-","89","-","-"
"02819-03","-","89","-","-"
"02816-08","ALEXANDRE LE BIENHEUREUX","-","-","-"
"02820-01","CINCO VEZES FAVELA","-","-","-"
"02816-07","INFANZIA VOCAZIONE E PRIME ESPERIENZE DI GIACOMO CASANOVA, VENEZIANO","-","-","-"
"02819-01","-","89","-","-"
"02814-01","HIGH SEAS HIJACK","-","-","-"
"02814-02","HIGH SEAS HIJACK","-","-","-"
"02814-03","LO CHIAMAVANO VERITÀ","-","-","-"
"02814-04","LO CHIAMAVANO VERITÀ","-","-","-"
"02815-01","NOSUTORADAMUSU NO DAIYOGEN","-","-","-"
"02815-02","NOSUTORADAMUSU NO DAIYOGEN","-","-","-"
"02814-07","MAN FOR HANGING, A","-","-","-"
"02814-08","MAN FOR HANGING, A","-","-","-"
"02814-09","DELITTO D'AMORE","-","-","-"
"02814-10","DELITTO D'AMORE","-","-","-"
"02815-05","JE3UI CHUJEOK","-","-","-"
"02815-06","JE3UI CHUJEOK","-","-","-"
"02816-01","DOLLARO TRA I DENTI, Un","-","-","-"
"02815-07","DUELLO NEL TEXAS","-","-","-"
"02816-02","DOLLARO TRA I DENTI, Un","-","-","-"
"02816-03e04","DOLLARO TRA I DENTI, Un","-","-","-"
"02815-08","DUELLO NEL TEXAS","-","-","-"
"02814-05e06","LO CHIAMAVANO VERITÀ","-","-","-"
"02815-03e04","NOSUTORADAMUSU NO DAIYOGEN","-","-","-"
"02817-01e02","DEADWOOD 76","-","-","-"
"02817-03e04","SLAP AF FREDE!","-","-","-"
"00768-03","-","-","-","-"
"02810-07","TAXI MAUVE, Un","-","-","-"
"00786-06","-","-","-","-"
"00872-12","-","-","-","-"
"00866-10","-","-","-","-"
"00861-07","-","-","-","-"
"00861-08","-","-","-","-"
"00865-01","-","-","-","-"
"00837-13","VIDA COM SAÚDE, A","-","-","-"
"00843-01","-","81OUT","-","-"
"00412-01","-","-","-","-"
"00860-05","-","-","-","-"
"00860-07","-","-","-","-"
"00866-02","-","-","-","-"
"00867-01","-","-","-","-"
"00716-06","-","-","-","-"
"00844-06","-","-","-","-"
"00853-13","-","-","-","-"
"00837-11","-","-","-","-"
"00852-09","FERRUGEM DO CAFÉ","-","-","-"
"00439-02","-","-","-","-"
"-","FEBRE AMARELA I","-","-","-"
"00871-05","-","-","-","-"
"00850-07","-","-","-","-"
"00025-15","-","-","-","-"
"00025-06","-","-","-","-"
"00853-02","-","-","-","-"
"00389-13","-","-","-","-"
"00838-11","CAMPOS E AS INDUSTRIAS DO AÇUCAR E DO ALCOOL","-","-","-"
"00730-03","-","-","-","-"
"00862-06","-","-","-","-"
"00860-11","-","-","-","-"
"00416-10","-","-","-","-"
"00409-10","-","-","-","-"
"00399-09","JORNAL DO INCE N.1","-","-","-"
"00200-04","HIGIENE RURAL","-","-","-"
"00445-01","-","-","-","-"
"00418-10","MICROSCOPIO COMPOSTO","-","-","-"
"-","MONUMENTOS HISTORICOS - IGREJA DO SENHOR BOM JESUS","-","-","-"
"00418-11","-","-","-","-"
"00392-05","-","-","-","-"
"00851-05","CORREIO AÉREO DO BRASIL - LINHAS DE NAVEGAÇÃO","-","-","-"
"00852-14","-","-","-","-"
"00859-07","-","-","-","-"
"00191-01","CRISTAL OSCILADOR, O","-","-","-"
"00306-06","-","81OUT","-","-"
"00870-10","-","-","-","-"
"00871-08","-","-","-","-"
"00306-07","-","81OUT","-","-"
"00391-12","-","-","-","-"
"00355-10","-","-","-","-"
"00156-16","HUMAN BODY, The","-","-","-"
"00739-02","ORIGINS OF WEATHER, The","02","-","-"
"00872-04","-","02","-","-"
"00737-04","-","02","-","-"
"00150-03","-","-","-","-"
"00413-01","-","02","-","-"
"00417-10","-","-","-","-"
"00159-07","-","-","-","-"
"00156-09","-","-","-","-"
"00204-03","-","-","-","-"
"00441-11","-","-","-","-"
"00439-07","-","02","-","-"
"00439-08","-","02","-","-"
"00736-05","HUMAN BODY, The","02","-","-"
"00735-08","-","-","-","-"
"00739-06","-","02","-","-"
"00739-03","ORIGINS OF WEATHER, The","02","-","-"
"00441-12","-","02","-","-"
"00429-06","-","02","-","-"
"00409-13C","-","02","-","-"
"00409-12B","-","02","-","-"
"-","-","-","-","-"
"-","CAMPOS DO JORDÃO","198202","-","-"
"00416-05","-","02","-","-"
"00409-11A","-","02","-","-"
"00873-07","-","87NOV25","-","-"
"00306-05","-","-","-","-"
"-","GRAVURAS : BURIL PONTA SÊCA ÁGUA TINTA","85JUN05","-","-"
"00206-12","ABASTECIMENTO D'ÁGUA DO RIO DE JANEIRO : FABRICAÇÃO DOS TUBOS","-","-","-"
"00206-13","ABASTECIMENTO D'ÁGUA DO RIO DE JANEIRO : FABRICAÇÃO DOS TUBOS","-","-","-"
"-","GRAMINEAS E FLÔRES SILVESTRES","81OUT","-","-"
"00409-09","-","-","-","-"
"00408-12","-","-","-","-"
"00407-07","-","02","-","-"
"00407-06","-","02","-","-"
"00156-02","-","-","-","-"
"00156-03","-","-","-","-"
"02391-01","LIMITE","90AGO07","-","-"
"02837-10","PRISIONEIRAS DA ILHA DO DIABO, As","-","-","-"
"02837-09","PRISIONEIRAS DA ILHA DO DIABO, As","-","-","-"
"02836-04","-","-","-","-"
"02836-05","-","-","-","-"
"02836-08","CAFETINA DE MENINAS VIRGENS, A","-","-","-"
"02836-06e07","-","-","-","-"
"02837-11e12","PRISIONEIRAS DA ILHA DO DIABO, As","-","-","-"
"02837-05","NA TRILHA DOS ASSASSINOS","-","-","-"
"02837-07e08","NA TRILHA DOS ASSASSINOS","-","-","-"
"02837-06","NA TRILHA DOS ASSASSINOS","-","-","-"
"02836-01","EU MATEI O REI DA BOCA","-","-","-"
"02836-02","EU MATEI O REI DA BOCA","-","-","-"
"02836-02e03","EU MATEI O REI DA BOCA","-","-","-"
"02837-01","TRÁFICO DE FÊMEAS","-","-","-"
"02837-02","TRÁFICO DE FÊMEAS","-","-","-"
"02837-03e04","TRÁFICO DE FÊMEAS","-","-","-"
"00853-03","EM MONTEVIDÉO","-","-","-"
"00856-03","PARACATÚ A CIDADE MONUMENTO","81OUT","-","-"
"00850-14","<7=SETE> POVOS, Os","81OUT","-","-"
"00838-04","OURO DO BRASIL, O","-","-","-"
"00862-10","ANCHIETA O APÓSTOLO DO BRASIL","-","-","-"
"00853-12","-","-","-","-"
"00852-06e08","VIOLON, LE","-","-","-"
"00862-07","CITY OF GOLD","-","-","-"
"00844-03","CITY OF GOLD","-","-","-"
"00853-07e08","-","-","-","-"
"-","-","-","-","-"
"00863-01","-","-","-","-"
"00853-05","-","-","-","-"
"00843-10","-","-","-","-"
"00845-02","ESTRÊLAS E UNIVERSO","-","-","-"
"00844-10","NOTURNO","-","-","-"
"00836-02e06","PSICODIAGNÓSTICO MIOCINÉTICO","-","-","-"
"00838-02","PSICODIAGNÓSTICO MIOCINÉTICO","-","-","-"
"00860-03","NOTURNO","-","-","-"
"02823-06","CREPÚSCULO DE ÓDIOS","-","-","-"
"00440-04","-","-","-","-"
"00850-01","-","-","-","-"
"00845-09","CONQUISTA DO AR, A","-","-","-"
"-","ANCHIETA O APÓSTOLO DO BRASIL","-","-","-"
"00860-01","-","81OUT","-","-"
"00859-10","-","-","-","-"
"00857-04","-","-","-","-"
"00857-11","FAZENDA DE CAFÉ : MEMÓRIAS","-","-","-"
"00850-15","<7=SETE> POVOS, Os","-","-","-"
"00856-11","SERPENTES DO BRASIL","198110","-","-"
"-","SÊ A AMA DE TEU FILHO","81OUT","-","-"
"00837-14","-","-","-","-"
"00844-16","-","-","-","-"
"00844-08","-","-","-","-"
"00860-02","-","-","-","-"
"00865-10","-","-","-","-"
"00866-14","-","-","-","-"
"00852-12","-","-","-","-"
"00853-09","-","-","-","-"
"00866-13","-","-","-","-"
"-","ACADEMIA BRASILEIRA DE LETRAS","-","-","-"
"-","-","-","-","-"
"00860-12","-","-","-","-"
"00861-05e09","-","-","-","-"
"00860-10","-","-","-","-"
"00838-15","-","-","-","-"
"00858-11e12","PREMATURO, O","81OUT","-","-"
"00838-09e10","-","-","-","-"
"02821-03","CASA RICORDI","-","-","-"
"02821-02","-","-","-","-"
"02821-04","NOBI","-","-","-"
"02822-03","SOU LOUCA POR VOCÊ","-","-","-"
"02822-04","ESTA NOITE ENCARNAREI NO TEU CADÁVER","-","-","-"
"02822-05","ESTRANHO MUNDO DO ZÉ DO CAIXÃO, O","-","-","-"
"02821-05","-","-","-","-"
"02823-02","CREPÚSCULO DE ÓDIOS","-","-","-"
"02821-01","-","-","-","-"
"02833-02","-","-","-","-"
"02833-01","SOMETHING IN THE CITY","-","-","-"
"02835-01","ILHA, A","-","-","-"
"02835-02","SAI DA FRENTE","-","-","-"
"02823-01","SOU LOUCA POR VOCÊ","-","-","-"
"02822-02","RIFA-SE UMA MULHER","-","-","-"
"02822-01","GOAT DE LA VIOLENCE, Le","-","-","-"
"00282-01","JOVENS PRÁ FRENTE","-","-","-"
"02834-01","SACI, O","-","-","-"
"02832-01","CASABLANCA","-","-","-"
"02831-01","ENSINO DO 2o. GRAU","-","-","-"
"02831-02","ENSINO DO 2o. GRAU","-","-","-"
"02831-03","REFLEXOS","-","-","-"
"02831-04","REFLEXOS","-","-","-"
"02831-05","NOVO ENSINO, O","-","-","-"
"02831-06","NOVO ENSINO, O","-","-","-"
"02831-07","NOVO ENSINO, O","-","-","-"
"02831-08","NOVO ENSINO, O","-","-","-"
"02831-11","ENSINO DO 1o. GRAU","-","-","-"
"02831-12","ENSINO DO 1o. GRAU","-","-","-"
"02831-13","ENSINO DO 1o. GRAU","-","-","-"
"02831-14","ENSINO DO 1o. GRAU","-","-","-"
"02831-15","ENSINO DO 1o. GRAU","-","-","-"
"02831-16","ENSINO DO 1o. GRAU","-","-","-"
"02830-01","MUSICA CONTEMPORANEA NO BRASIL","-","-","-"
"02830-02","ENCONTRO DAS ÁGUAS","-","-","-"
"02830-03","FARNESE : CAIXAS MONTAGENS OBJETOS","-","-","-"
"02830-04","CIDADE CRESCE PARA A BARRA, A","-","-","-"
"02830-05","BANDEIRAS E FUTEBOL","02","-","-"
"02830-06","PECUÁRIA NOS TRÓPICOS","-","-","-"
"02830-07","BRÁS","-","-","-"
"02830-08","VOLTAR É CONQUISTAR DUAS VEZES","-","-","-"
"02830-09","TIRADENTES E SERRO","-","-","-"
"02830-10","SUA MAJESTADE PIOLIN","-","-","-"
"02830-11","CONJUNTO ARQUITETÔNICO DO PELOURINHO","-","-","-"
"02830-13","LANDI O ARQUITETO RÉGIO DO GRÃO-PARÁ","-","-","-"
"02830-14","FACE E A MÁSCARA, A","-","-","-"
"02830-15","OURO PRETO SEMANA SANTA 1970","-","-","-"
"02830-16","MISSA DO GALO","-","-","-"
"02830-17","MUSEU NACIONAL DE BELAS ARTES","-","-","-"
"02830-18","MUSEU NACIONAL DE BELAS ARTES","-","-","-"
"02830-19","MUSEU NACIONAL DE BELAS ARTES","-","-","-"
"02829-18","EXPOSIÇÃO : HENRIQUE ALVIM CORRÊA (1876 - 1910)","-","-","-"
"02829-17","EXPOSIÇÃO : HENRIQUE ALVIM CORRÊA (1876 - 1910)","-","-","-"
"02829-16","-","-","-","-"
"02829-15","-","-","-","-"
"02829-14","PINHEIRAIS","-","-","-"
"02829-13","PINHEIRAIS","-","-","-"
"02829-12","BOLA, A","-","-","-"
"02829-11","BOLA, A","-","-","-"
"02829-10","CASA DE FARINHA","-","-","-"
"02829-09","CASA DE FARINHA","-","-","-"
"02829-08","CASA DE FARINHA","-","-","-"
"02829-07","COMMERCIAL VILA DOS LENÇOIS, A","-","-","-"
"02829-06","ROBERTO BURLE MARX","-","-","-"
"02829-05","TRÂNSITO","-","-","-"
"02829-04","HINÁRIO BRASILEIRO","-","-","-"
"02829-03","VILA BOA DE GOYAZ","-","-","-"
"02829-02","-","-","-","-"
"02829-01","SERRA DA PIEDADE","-","-","-"
"02828-18","CIDADE CRESCE PARA A BARRA, A","-","-","-"
"02828-17","SUA MAJESTADE PIOLIN","-","-","-"
"02828-16","MESTRE ISMAEL","-","-","-"
"02828-15","VON MARTIUS","-","-","-"
"02828-14","VINÍCIUS DE MORAIS","-","-","-"
"02828-13","VISÃO APOCALÍPTICA DO RADINHO DE PILHA","-","-","-"
"02828-12","NATUREZA OBJETO","-","-","-"
"02828-11","NATUREZA OBJETO","-","-","-"
"02828-10","NATUREZA OBJETO","-","-","-"
"02828-09","NATUREZA OBJETO","-","-","-"
"02828-08","NATUREZA OBJETO","-","-","-"
"02828-07","NATUREZA OBJETO","-","-","-"
"02828-05","CARAÇA","-","-","-"
"02827-19","CÂNDIDO PORTINARI UM PINTOR DE BRODÓSQUI","-","-","-"
"02827-18","MUSICA CONTEMPORANEA NO BRASIL","-","-","-"
"02827-17","ECOLOGIA","-","-","-"
"02827-16","BRASILEIROS E A CONQUISTA DO AR, Os","-","-","-"
"02827-15","CERÂMICA DO VALE DO JEQUITINHONHA","2002","-","-"
"02827-12","JORNALISMO E INDEPENDÊNCIA","-","-","-"
"02827-11","JORNALISMO E INDEPENDÊNCIA","-","-","-"
"02827-10","TIRADENTES E SERRO","-","-","-"
"02827-09","TIRADENTES E SERRO","-","-","-"
"02827-08","DOMINGO NO PARQUE","-","-","-"
"02827-07","DOMINGO NO PARQUE","-","-","-"
"02827-06","VISÃO DO NORDESTE","-","-","-"
"02827-05","VISÃO DO NORDESTE","-","-","-"
"02827-04","EDUCAÇÃO FÍSICA NA UNIVERSIDADE","-","-","-"
"02827-03","EDUCAÇÃO FÍSICA NA UNIVERSIDADE","-","-","-"
"02827-02","EDUCAÇÃO FÍSICA NA UNIVERSIDADE","-","-","-"
"02826-16","GIOVENTÚ","-","-","-"
"02826-15","GIOVENTÚ","-","-","-"
"02826-13","-","-","-","-"
"02826-12","-","-","-","-"
"02826-11","TEATRO MUNICIPAL","-","-","-"
"02826-10","TEATRO MUNICIPAL","-","-","-"
"02826-09","TEATRO MUNICIPAL","-","-","-"
"02826-08","TEATRO MUNICIPAL","-","-","-"
"02826-07","TEATRO MUNICIPAL","-","-","-"
"02826-06","TÉCNICO EM AGRO-PECUÁRIA","02","-","-"
"02826-05","TÉCNICO EM AGRO-PECUÁRIA","02","-","-"
"02826-04","TÉCNICO EM AGRO-PECUÁRIA","02","-","-"
"02826-03","TÉCNICO EM AGRO-PECUÁRIA","02","-","-"
"02826-02","TÉCNICO EM AGRICULTURA","02","-","-"
"02826-01","TÉCNICO EM AGRICULTURA","02","-","-"
"02825-15","TÉCNICO TÊXTIL...","02","-","-"
"02825-14","TÉCNICO TÊXTIL...","02","-","-"
"02825-13","TÉCNICO TÊXTIL...","02","-","-"
"02825-12","TÉCNICO EM EDIFICAÇÕES...","02","-","-"
"02825-11","TÉCNICO EM GEOLOGIA...","02","-","-"
"02825-10","TÉCNICO EM GEOLOGIA...","02","-","-"
"02825-09","TÉCNICO EM GEOLOGIA...","02","-","-"
"02825-08","TÉCNICO EM ELETROMECÂNICA...","02","-","-"
"02825-07","TÉCNICO EM ELETROMECÂNICA...","02","-","-"
"02825-06","TÉCNICO EM ALIMENTOS...","02","-","-"
"02825-05","TÉCNICO EM ALIMENTOS...","02","-","-"
"02825-03","TÉCNICO EM ALIMENTOS...","02","-","-"
"02825-02","TÉCNICO EM ENFERMAGEM...","02","-","-"
"02825-01","TÉCNICO EM ENFERMAGEM...","02","-","-"
"02824-18","ENSINO DO 1o. GRAU","-","-","-"
"02824-17","ENSINO DO 1o. GRAU","-","-","-"
"02824-16","ENSINO DO 1o. GRAU","-","-","-"
"02824-15","ISEI NISEI SANSEI","-","-","-"
"02824-14","ISEI NISEI SANSEI","-","-","-"
"02824-13","PALÁCIO DOS BANDEIRANTES","-","-","-"
"02824-12","PALÁCIO DOS BANDEIRANTES","-","-","-"
"02824-11","PALÁCIO DOS BANDEIRANTES","-","-","-"
"02824-10","PALÁCIO DOS BANDEIRANTES","-","-","-"
"02824-09","NOSSA GENTE ALÉM DO TRÓPICO","-","-","-"
"02824-07","UNIVERSIDADE INTEGRADA","-","-","-"
"02824-05","UNIVERSIDADE INTEGRADA","-","-","-"
"02824-04","JANGADA, A","-","-","-"
"02824-03","JANGADA, A","-","-","-"
"02824-02","PANTANAL DE MATO GROSSO","-","-","-"
"02824-01","PANTANAL DE MATO GROSSO","-","-","-"
"00844-07","-","-","-","-"
"00426-03","-","-","-","-"
"01550-02","TERATOLOGIA","-","-","-"
"00867-02","FESTIVAL NO RIO","-","-","-"
"00207-17","-","-","-","-"
"00145-04","-","-","-","-"
"00444-02","-","81OUT","-","-"
"00444-07","JORNAL DO INCE N.1","-","-","-"
"00201-15","-","-","-","-"
"00872-03","-","-","-","-"
"00414-14","CHUTE LIBRE DES CORPS","-","-","-"
"00146-14","-","-","-","-"
"02082-02e03","SORRIR","-","-","-"
"00869-05","FUNDO DA BAÍA, O","-","-","-"
"-","HOMEM DOS PAPAGAIOS, O","-","-","-"
"00867-10","HOMEM DOS PAPAGAIOS, O","-","-","-"
"00870-01","HOMEM DOS PAPAGAIOS, O","-","-","-"
"00869-04","-","-","-","-"
"00870-05","-","-","-","-"
"00280-01e02","-","86MAR06","-","-"
"00856-02","MEU SANGUE SALVA UMA VIDA","81OUT","-","-"
"00850-10","-","81OUT","-","-"
"00836-07","-","-","-","-"
"00851-08","EDUCAR PARA ENFRENTAR A VIDA","-","-","-"
"00862-04","ANCHIETA","-","-","-"
"00843-12","CAXIAS : PATRONO DO EXÉRCITO E SÍMBOLO DA PÁTRIA","-","-","-"
"00868-07","RÍTMO","-","-","-"
"00868-06","SALTOS DAS SETE QUEDAS, OS","81OUT","-","-"
"00864-10","PADRE CÍCERO O PATRIARCA DO JUAZEIRO","81OUT","-","-"
"00844-13","PARACATÚ A CIDADE MONUMENTO","81OUT","-","-"
"00844-09","MUSCULOS DA MÃO, OS","81OUT","-","-"
"00843-11","ORIGEM E A EXPRESSÃO DAS MÃOS, A","81OUT","-","-"
"00862-11","-","-","-","-"
"00838-13","-","-","-","-"
"00867-12","-","-","-","-"
"00859-06","-","-","-","-"
"00861-02","-","81OUT","-","-"
"00868-13","MILAGRE DA ELETRÔNICA, O","198110","-","-"
"00851-13","ALBUM DE MÚSICA","81OUT","-","-"
"00873-06","FUNDO DA BAÍA, O","-","-","-"
"00870-08","-","-","-","-"
"00872-05","-","81OUT","-","-"
"00872-11","-","-","-","-"
"00870-11","-","81OUT","-","-"
"00873-03","-","-","-","-"
"00873-01","-","-","-","-"
"00873-08","-","-","-","-"
"00873-04","-","-","-","-"
"00872-09","-","-","-","-"
"00872-10","-","-","-","-"
"00870-09","-","-","-","-"
"00872-08","-","-","-","-"
"00870-06","-","-","-","-"
"00386-03","-","-","-","-"
"00871-07","NAS OFICINAS DOS COELHINHOS DA PASCHÔA","81OUT","-","-"
"00871-12","-","-","-","-"
"00851-14","-","-","-","-"
"00838-05","OURO DO BRASIL, O","-","-","-"
"02127-05e06","<III=Terceira> FACIL : FEIRA AGRO-CIENTÍFICA INDUSTRIAL DE LIMEIRA","-","-","-"
"02137-01","-","-","-","-"
"02149-01e02","LOJA EM POSIÇÃO DE VENDA, A","-","-","-"
"02139-01e02","-","-","-","-"
"02130-01e02","-","-","-","-"
"02082-04e05","DINHEIRO E O TEMPO, O","-","-","-"
"02082-06e07","VENDA: ARTE E TECNICA","-","-","-"
"02106-01e02","-","-","-","-"
"02081-05e06","EXPEDIÇÃO","-","-","-"
"02081-01e02","ARQUIVO","-","-","-"
"02082-01","-","-","-","-"
"00865-03","-","-","-","-"
"01132-01","É FOGO NA ROUPA!","89 c.","-","-"
"00303-11","-","-","-","-"
"00799-07/0829-3","DESCOBRIMENTO DO BRASIL, O","-","-","-"
"00869-02","SANGUE MINEIRO","-","-","-"
"00869-03","SANGUE MINEIRO","-","-","-"
"00869-06","SANGUE MINEIRO","-","-","-"
"00869-10","SANGUE MINEIRO","-","-","-"
"02838-13","PINHEIRAIS","-","-","-"
"02838-01","REFLEXOS","-","-","-"
"02838-02","ENSINO DO 1o. GRAU","-","-","-"
"02838-03","JANGADA, A","-","-","-"
"02838-05","ENSINO DO 2o. GRAU","-","-","-"
"02838-06","MESTRE ISMAEL","-","-","-"
"02838-07","NOVO ENSINO, O","-","-","-"
"02838-08","EXPOSIÇÃO HENRIQUE ALVIM CORREA (1876-1910)","-","-","-"
"02838-09","CASA DE FARINHA","-","-","-"
"02838-10","PINHEIRAIS","-","-","-"
"02838-11","BOLA, A","-","-","-"
"02838-12","NATUREZA OBJETO","-","-","-"
"-","É FOGO NA ROUPA!","89 c.","-","-"
"02841-03","GAMAL O DELÍRIO DO SEXO","-","-","-"
"02841-02","GAMAL O DELÍRIO DO SEXO","-","-","-"
"02841-04","SONHO DE VAMPIRO, Um","-","-","-"
"02841-06","MISTÉRIO DO TAURUS 38, O","-","-","-"
"02841-10","LANCE MAIOR","-","-","-"
"02841-09","LANCE MAIOR","-","-","-"
"02841-07","MISTÉRIO DO TAURUS 38, O","-","-","-"
"02841-08","LANCE MAIOR","-","-","-"
"02841-15","DOCE MULHER AMADA, A","-","-","-"
"02841-14","ANUSKA MANEQUIM E MULHER","-","-","-"
"02841-13","ANUSKA MANEQUIM E MULHER","-","-","-"
"02841-12","ANUSKA MANEQUIM E MULHER","-","-","-"
"02841-17","DOCE MULHER AMADA, A","-","-","-"
"02841-16","DOCE MULHER AMADA, A","-","-","-"
"02841-05","MULHER DE TODOS, A","-","-","-"
"02841-19","PORNÓGRAFO, O","-","-","-"
"02841-18","DOCE MULHER AMADA, A","-","-","-"
