"Codigo","TITULO","Data (campo 5)","Data criação (campo 333a)","Criado por (campo 333b)"
"01400-02","LÍDIA E SEU PRIMEIRO AMANTE","-","-","-"
"01399-02","ILUSÃO SANGRENTA","-","-","-"
"01399-03e04","ILUSÃO SANGRENTA","-","-","-"
"01416-04","-","-","-","-"
"01152-12","EMBALOS ALUCINANTES : A TROCA DE CASAIS","-","-","-"
"01404-01","PERDOA-ME POR ME TRAÍRES","-","-","-"
"01404-02","PERDOA-ME POR ME TRAÍRES","-","-","-"
"01404-03e04","PERDOA-ME POR ME TRAÍRES","-","-","-"
"01404-05","PERDOA-ME POR ME TRAÍRES","-","-","-"
"01427-01","-","-","-","-"
"01405-05","INSTINTO DEVASSO","-","-","-"
"01250-14e15","DAMAS DO PRAZER","-","-","-"
"01402-01","REI DA BOCA, O","-","-","-"
"01402-02","REI DA BOCA, O","-","-","-"
"01402-03e04","REI DA BOCA, O","-","-","-"
"01421-03e04","-","-","-","-"
"01413-01","ARUÃ NA TERRA DOS HOMENS MAUS","-","-","-"
"01413-02","ARUÃ NA TERRA DOS HOMENS MAUS","-","-","-"
"01413-03e04","ARUÃ NA TERRA DOS HOMENS MAUS","-","-","-"
"01392-01","SARAVÁ : BRASIL DOS 1000 ESPÍRITOS","-","-","-"
"01392-03","SARAVÁ : BRASIL DOS 1000 ESPÍRITOS","-","-","-"
"01392-02","SARAVÁ : BRASIL DOS 1000 ESPÍRITOS","-","-","-"
"01426-03e04","DELÍCIAS DA VIDA, As","-","-","-"
"01428-03e04","HOMEM DA CABEÇA DE OURO, O","-","-","-"
"01428-05e06","HOMEM DA CABEÇA DE OURO, O","-","-","-"
"01403-03e04","AMOR DE PERVERSÃO","-","-","-"
"01403-05e06","AMOR DE PERVERSÃO","-","-","-"
"01411-08e09","ALUCINADA PELO DESEJO","-","-","-"
"01412-05","-","-","-","-"
"01405-03e04","VIÚVAS ERÓTICAS, AS","-","-","-"
"01412-02","-","-","-","-"
"01412-03e04","-","-","-","-"
"01397-01","FILME DEMÊNCIA","-","-","-"
"01397-05e06","FILME DEMÊNCIA","-","-","-"
"01406-01","<24=VINTE E QUATRO> HORAS DE SEXO EXPLÍCITO","-","-","-"
"01406-03e04","<24=VINTE E QUATRO> HORAS DE SEXO EXPLÍCITO","-","-","-"
"01401-01","ESTRANHAS RELAÇÕES","-","-","-"
"01401-03e04","ESTRANHAS RELAÇÕES","-","-","-"
"01401-02","ESTRANHAS RELAÇÕES","-","-","-"
"01409-03e04","NOITE DOS DUROS, A","-","-","-"
"01407-01","IDOLATRADA","-","-","-"
"01407-03e04","IDOLATRADA","-","-","-"
"01407-02","IDOLATRADA","-","-","-"
"01250-06e07","MULHER DESEJADA","-","-","-"
"01396-03","-","-","-","-"
"01396-04","-","-","-","-"
"01422-03e04","-","-","-","-"
"01220-05","-","-","-","-"
"01220-06","-","-","-","-"
"01220-07","-","-","-","-"
"01259-08e09","DESAFIO À AVENTURA","-","-","-"
"01405-06","INSTINTO DEVASSO","-","-","-"
"01405-07e08","INSTINTO DEVASSO","-","-","-"
"01399-01","ILUSÃO SANGRENTA","-","-","-"
"01227-04","BARON PRASIL","-","-","-"
"01200-10","SONHO DE VAMPIRO, Um","-","-","-"
"01200-12","SONHO DE VAMPIRO, Um","-","-","-"
"01200-11","SONHO DE VAMPIRO, Um","-","-","-"
"01426-05e06","-","-","-","-"
"01224-06","AGENTE 077 MISSIONE BLOODY MARY","-","-","-"
"01224-07","AGENTE 077 MISSIONE BLOODY MARY","-","-","-"
"01227-06","DEMONIO, IL","-","-","-"
"01227-07","DEMONIO, IL","-","-","-"
"01418-03","-","-","-","-"
"01418-04","-","-","-","-"
"01151-08e09","SAGA DE FERNÃO DIAS, A","-","-","-"
"01259-03","-","-","-","-"
"01411-01","-","-","-","-"
"01411-05","-","-","-","-"
"01411-03e04","-","-","-","-"
"01411-02","-","-","-","-"
"01164-08","ELAS SÃO DO BARALHO","-","-","-"
"01166-06","INFIDELIDADE AO ALCANCE DE TODOS, A","-","-","-"
"01166-07","INFIDELIDADE AO ALCANCE DE TODOS, A","-","-","-"
"01260-03e04","BELMONTE","-","-","-"
"01405-01","VIÚVAS ERÓTICAS, AS","-","-","-"
"01405-02","VIÚVAS ERÓTICAS, AS","-","-","-"
"01395-01","PAIXÃO DE SERTANEJO","-","-","-"
"01395-02","PAIXÃO DE SERTANEJO","-","-","-"
"01394-01","<7=SETE> HOMENS VIVOS OU MORTOS","-","-","-"
"01394-03e04","<7=SETE> HOMENS VIVOS OU MORTOS","-","-","-"
"01417-04","SLAUGHTER TRAIL","-","-","-"
"01424-01","-","-","-","-"
"01424-01","-","-","-","-"
"01425-01","ÁRVORE DOS SEXOS, A","-","-","-"
"01425-03e04","ÁRVORE DOS SEXOS, A","-","-","-"
"01425-05e06","ÁRVORE DOS SEXOS, A","-","-","-"
"01425-02","ÁRVORE DOS SEXOS, A","-","-","-"
"01425-07e08","ÁRVORE DOS SEXOS, A","-","-","-"
"01260-01e02","-","-","-","-"
"01418-02","VALLEY OF THE SUN","-","-","-"
"01199-04","LUCIA MCCARTNEY UMA GAROTA DE PROGRAMA","-","-","-"
"01199-05","LUCIA MCCARTNEY UMA GAROTA DE PROGRAMA","-","-","-"
"01398-01","VIDA E GLÓRIA DE UM CANALHA","-","-","-"
"01398-03e04","VIDA E GLÓRIA DE UM CANALHA","-","-","-"
"01398-05a08","VIDA E GLÓRIA DE UM CANALHA","-","-","-"
"01398-02","VIDA E GLÓRIA DE UM CANALHA","-","-","-"
"01222-01","RIVOLTA DEL BARBARI, La","-","-","-"
"01222-02","RIVOLTA DEL BARBARI, La","-","-","-"
"01394-02","<7=SETE> HOMENS VIVOS OU MORTOS","-","-","-"
"01420-05","-","-","-","-"
"01420-06","-","-","-","-"
"01416-01","CAT PEOPLE","-","-","-"
"01416-02","CAT PEOPLE","-","-","-"
"01410-02","AMANTES LATINAS, As","-","-","-"
"01410-01","AMANTES LATINAS, As","-","-","-"
"01410-03e04","AMANTES LATINAS, As","-","-","-"
"01223-07","KOCAR DO VIDNE","-","-","-"
"01221-04","RASTROS NA SELVA","-","-","-"
"01221-06","RASTROS NA SELVA","-","-","-"
"01223-06","RITA LA ZANZARA","-","-","-"
"01221-05","RASTROS NA SELVA","-","-","-"
"01278-03","ÚLTIMA BALA, A","-","-","-"
"01278-04e05","ÚLTIMA BALA, A","-","-","-"
"01278-06e07","ÚLTIMA BALA, A","-","-","-"
"01276-01","ROTEIRO DOS PAMPAS","-","-","-"
"01276-01e02","ROTEIRO DOS PAMPAS","-","-","-"
"01276-01e02","ROTEIRO DOS PAMPAS","-","-","-"
"01276-03","ROTEIRO DOS PAMPAS","-","-","-"
"01414-01","DIÁRIO DE UMA PROSTITUTA","-","-","-"
"01414-03e04","DIÁRIO DE UMA PROSTITUTA","-","-","-"
"01414-02","DIÁRIO DE UMA PROSTITUTA","-","-","-"
"01200-07a09","SONHOS DE VIDA","-","-","-"
"01473-01","-","-","-","-"
"01474-01","-","-","-","-"
"01259-05a07","-","-","-","-"
"01259-01e02","VIGILANTE E OS CINCO VALENTES, O","-","-","-"
"01409-05","MULHERES DO CAIS","-","-","-"
"01409-06","MULHERES DO CAIS","-","-","-"
"01426-01","DELÍCIAS DA VIDA, As","-","-","-"
"01426-02","DELÍCIAS DA VIDA, As","-","-","-"
"01278-01","ÚLTIMA BALA, A","-","-","-"
"01456-03e04","SECRETÁRIAS ...QUE FAZEM TUDO, AS","-","-","-"
"01278-02","ÚLTIMA BALA, A","-","-","-"
"01218-01","DELKA POLIBKU DEVADESAT","-","-","-"
"01218-02","DELKA POLIBKU DEVADESAT","-","-","-"
"01224-01","MONTANHA DOS SETE ECOS, A","-","-","-"
"01224-03","MONTANHA DOS SETE ECOS, A","-","-","-"
"01224-02","MONTANHA DOS SETE ECOS, A","-","-","-"
"01451-03","GENTE QUE TRANSA","-","-","-"
"01451-04e05","GENTE QUE TRANSA","-","-","-"
"01451-06e07","GENTE QUE TRANSA","-","-","-"
"01437-03e04","SUPER MANSO, O","-","-","-"
"01147-01","MADONA DE CEDRO","-","-","-"
"01147-04","MADONA DE CEDRO","-","-","-"
"01147-02","MADONA DE CEDRO","-","-","-"
"01147-03","MADONA DE CEDRO","-","-","-"
"01328-01","PRAZERES PROIBIDOS","-","-","-"
"01328-02","PRAZERES PROIBIDOS","-","-","-"
"01328-02e04","PRAZERES PROIBIDOS","-","-","-"
"01328-03","PRAZERES PROIBIDOS","-","-","-"
"01420-01","-","-","-","-"
"01420-03e04","-","-","-","-"
"01420-02","-","-","-","-"
"01149-01","IDÍLIO PROIBIDO","-","-","-"
"01149-03","IDÍLIO PROIBIDO","-","-","-"
"01149-04e05","IDÍLIO PROIBIDO","-","-","-"
"01149-02","IDÍLIO PROIBIDO","-","-","-"
"01200-02","SERTÃO EM FESTA","-","-","-"
"01200-03","SERTÃO EM FESTA","-","-","-"
"01200-01","SERTÃO EM FESTA","-","-","-"
"01150-02A/C","INDEPENDÊNCIA OU MORTE","-","-","-"
"01150-03","INDEPENDÊNCIA OU MORTE","-","-","-"
"01148-04","CANGACEIROS DE LAMPIÃO","-","-","-"
"01148-05","CANGACEIROS DE LAMPIÃO","-","-","-"
"01201-09","HOMEM QUE DESCOBRIU O INVISÍVEL, O","-","-","-"
"01201-07","HOMEM QUE DESCOBRIU O INVISÍVEL, O","-","-","-"
"01201-08","HOMEM QUE DESCOBRIU O INVISÍVEL, O","-","-","-"
"01150-04","CHICO FUMAÇA","-","-","-"
"01202-08","REI PELÉ, O","89AGO18","-","-"
"01150-05","CHICO FUMAÇA","-","-","-"
"01148-09","MARIDOS TRAEM AS MULHERES SUB TRAEM!, Os","-","-","-"
"01148-10","MARIDOS TRAEM AS MULHERES SUB TRAEM!, Os","-","-","-"
"01304-08","-","-","-","-"
"01304-09e10","-","-","-","-"
"01304-07e08","-","-","-","-"
"01485-02","HORA DA ESTRELA, A","-","-","-"
"01485-01","HORA DA ESTRELA, A","-","-","-"
"01486-02","PIPAS, AS","-","-","-"
"01486-01","PIPAS, AS","-","-","-"
"01665-01","FELIZ ANO VELHO","-","-","-"
"01665-02","FELIZ ANO VELHO","-","-","-"
"01665-03","FELIZ ANO VELHO","-","-","-"
"01665-04","FELIZ ANO VELHO","-","-","-"
"01152-01","CAÇADOR DE ESMERALDAS, O","-","-","-"
"01152-02","CAÇADOR DE ESMERALDAS, O","-","-","-"
"01152-03","CAÇADOR DE ESMERALDAS, O","-","-","-"
"01165-06B","BONS TEMPOS VOLTARAM VAMOS GOZAR OUTRA VEZ, Os","-","-","-"
"01166-01","FORÇA ESTRANHA","-","-","-"
"01166-02","FORÇA ESTRANHA","-","-","-"
"01166-03","FORCA ESTRANHA","-","-","-"
"01485-03a05","HORA DA ESTRELA, A","-","-","-"
"01486-07e08","PIPAS, AS","-","-","-"
"01486-05e06","PIPAS, AS","-","-","-"
"01674-02","RODEIO DA SACANAGEM","-","-","-"
"01674-03","RODEIO DA SACANAGEM","-","-","-"
"01676-01","REPÚBLICA DA TRAIÇÃO","-","-","-"
"01676-03e04","REPÚBLICA DA TRAIÇÃO","-","-","-"
"01674-01","RODEIO DA SACANAGEM","-","-","-"
"01631-07","DEU A LOUCA NO CANGAÇO","-","-","-"
"01631-08","DEU A LOUCA NO CANGAÇO","-","-","-"
"01678-01","MÚSICA PARA SEMPRE","-","-","-"
"01678-02","MÚSICA PARA SEMPRE","-","-","-"
"01681-02","TREZE PONTOS","-","-","-"
"01151-03","INDEPENDÊNCIA OU MORTE","-","-","-"
"01439-03","-","-","-","-"
"01152-08","EMBALOS ALUCINANTES : A TROCA DE CASAIS","-","-","-"
"01152-09","EMBALOS ALUCINANTES : A TROCA DE CASAIS","-","-","-"
"01152-10","EMBALOS ALUCINANTES : A TROCA DE CASAIS","-","-","-"
"01152-11e13","EMBALOS ALUCINANTES : A TROCA DE CASAIS","-","-","-"
"01666-02","ANJOS DA NOITE","-","-","-"
"01666-05e06","ANJOS DA NOITE","-","-","-"
"01689-05","MARIA BONITA RAINHA DO CANGAÇO","-","-","-"
"01689-07","MARIA BONITA RAINHA DO CANGAÇO","-","-","-"
"01689-08","MARIA BONITA RAINHA DO CANGAÇO","-","-","-"
"01689-06","MARIA BONITA RAINHA DO CANGAÇO","-","-","-"
"01666-01","ANJOS DA NOITE","-","-","-"
"01666-03e04","ANJOS DA NOITE","-","-","-"
"01664-01","LIBERTINO, O","-","-","-"
"01681-01","TREZE PONTOS","-","-","-"
"01681-03a06","TREZE PONTOS","-","-","-"
"01631-03","HERDEIRA REBELDE, A","-","-","-"
"01164-06","ELAS SÃO DO BARALHO","-","-","-"
"01164-07","ELAS SÃO DO BARALHO","-","-","-"
"01164-08","ELAS SÃO DO BARALHO","-","-","-"
"05133-03","INFIDELIDADE AO ALCANCE DE TODOS, A","-","-","-"
"05133-04","INFIDELIDADE AO ALCANCE DE TODOS, A","-","-","-"
"05133-05","INFIDELIDADE AO ALCANCE DE TODOS, A","-","-","-"
"01686-01","SEGREDO DA ROSA, O","-","-","-"
"01686-03e04","SEGREDO DA ROSA, O","-","-","-"
"01686-02","SEGREDO DA ROSA, O","-","-","-"
"01700-05","COISAS ERÓTICAS","-","-","-"
"01700-07e08","COISAS ERÓTICAS","-","-","-"
"01664-02","LIBERTINO, O","-","-","-"
"01651-06","LADRÃO DE GALINHAS, O","-","-","-"
"01651-07","LADRÃO DE GALINHAS, O","-","-","-"
"01632-04","MARCA DA FERRADURA, A","-","-","-"
"01632-04A","MARCA DA FERRADURA, A","-","-","-"
"01631-04","HERDEIRA REBELDE, A","-","-","-"
"01632-03","MARCA DA FERRADURA, A","-","-","-"
"01451-02","GENTE QUE TRANSA","-","-","-"
"01451-01","GENTE QUE TRANSA","-","-","-"
"01443-01","-","-","-","-"
"01443-03","-","-","-","-"
"01251-11e12","MULHER QUE PÕE A POMBA NO AR, A","-","-","-"
"01421-01","-","-","-","-"
"01421-02","-","-","-","-"
"01428-01","HOMEM DA CABEÇA DE OURO, O","-","-","-"
"01428-02","HOMEM DA CABEÇA DE OURO, O","-","-","-"
"01146-09","SANTO MILAGROSO, O","-","-","-"
"01146-10","SANTO MILAGROSO, O","-","-","-"
"01146-12","SANTO MILAGROSO, O","-","-","-"
"01150-01","INDEPENDÊNCIA OU MORTE","-","-","-"
"01148-01","NOIVO DA GIRAFA, O","-","-","-"
"01148-02","NOIVO DA GIRAFA, O","-","-","-"
"01202-07","REI PELÉ, O","89AGO18","-","-"
"01198-04","TENSÃO E DESEJO","-","-","-"
"01439-05","-","-","-","-"
"01439-07","-","-","-","-"
"01202-05","REI PELÉ, O","89AGO18","-","-"
"01202-06","REI PELÉ, O","89AGO18","-","-"
"01198-05","TENSÃO E DESEJO","-","-","-"
"01148-08","MARIDOS TRAEM AS MULHERES SUB TRAEM!, Os","-","-","-"
"01250-04","MULHER DESEJADA","-","-","-"
"01250-05","MULHER DESEJADA","-","-","-"
"01393-01","ORPHÉE NOIR","-","-","-"
"01393-02","ORPHÉE NOIR","-","-","-"
"01393-03","ORPHÉE NOIR","-","-","-"
"01048-07","MARIDOS TRAEM AS MULHERES SUB TRAEM!, Os","-","-","-"
"01149-09","QUEM ROUBOU MEU SAMBA?","-","-","-"
"01149-10","QUEM ROUBOU MEU SAMBA?","-","-","-"
"01462-06","OSCAR DO SEXO EXPLÍCITO, O","-","-","-"
"01462-06e08","OSCAR DO SEXO EXPLÍCITO, O","-","-","-"
"01462-07","OSCAR DO SEXO EXPLÍCITO, O","-","-","-"
"01458-01","-","-","-","-"
"01459-02","-","-","-","-"
"01459-03","DETETIVE BOLACHA CONTRA O GENIO DO CRIME, O","-","-","-"
"01459-04","DETETIVE BOLACHA CONTRA O GENIO DO CRIME, O","-","-","-"
"01442-01","VENCIDOS, OS","-","-","-"
"01391-01","DANÇA DAS BRUXAS, A","-","-","-"
"01391-02","DANÇA DAS BRUXAS, A","-","-","-"
"01472-02","NUA E ATREVIDA","-","-","-"
"01472-01","NUA E ATREVIDA","-","-","-"
"01459-01","-","-","-","-"
"01462-02","-","-","-","-"
"01462-02e04","-","-","-","-"
"01462-03","-","-","-","-"
"01463-02","VIGILE, Il","-","-","-"
"01472-03","NUA E ATREVIDA","-","-","-"
"01472-05e06","NUA E ATREVIDA","-","-","-"
"01463-01","VIGILE, Il","-","-","-"
"01462-05","OSCAR DO SEXO EXPLÍCITO, O","-","-","-"
"01465-01","-","-","-","-"
"01465-02","-","-","-","-"
"01250-08","J.S. BROWN O ÚLTIMO HERÓI","-","-","-"
"01250-09","J.S. BROWN O ÚLTIMO HERÓI","-","-","-"
"01250-10e11","J.S. BROWN O ÚLTIMO HERÓI","-","-","-"
"01409-01","NOITE DOS DUROS, A","-","-","-"
"01409-02","NOITE DOS DUROS, A","-","-","-"
"01444-01","SOCORRO! EU NÃO QUERO MORRER VIRGEM","-","-","-"
"01444-02","SOCORRO! EU NÃO QUERO MORRER VIRGEM","-","-","-"
"01444-03e04","SOCORRO! EU NÃO QUERO MORRER VIRGEM","-","-","-"
"01467-01","W DJANGO","-","-","-"
"01467-02","W DJANGO","-","-","-"
"01467-03e04","W DJANGO","-","-","-"
"01462-01","-","-","-","-"
"01460-01","ROTA DO BRILHO, A","-","-","-"
"01460-02","ROTA DO BRILHO, A","-","-","-"
"01444-05","EU COMPRO ESSA VIRGEM!!","-","-","-"
"01444-06","EU COMPRO ESSA VIRGEM!!","-","-","-"
"01444-07e08","EU COMPRO ESSA VIRGEM!!","-","-","-"
"01403-01","AMOR DE PERVERSÃO","-","-","-"
"01403-02","AMOR DE PERVERSÃO","-","-","-"
"01250-12","DAMAS DO PRAZER","-","-","-"
"01250-13","DAMAS DO PRAZER","-","-","-"
"01479-03","-","-","-","-"
"01479-04","-","-","-","-"
"01619-01","CONTO DO VIGÁRIO, O","-","-","-"
"01619-03","CONTO DO VIGÁRIO, O","-","-","-"
"01619-02","CONTO DO VIGÁRIO, O","-","-","-"
"01619-04","CONTO DO VIGÁRIO, O","-","-","-"
"01504-04","SUA ECCELLENZA SI FERMÒ A MANGIARE","-","-","-"
"01504-03","SUA ECCELLENZA SI FERMÒ A MANGIARE","-","-","-"
"01480-02","GO JOHNNY GO","-","-","-"
"01489-02","-","-","-","-"
"01509-01","-","-","-","-"
"01509-02","-","-","-","-"
"01411-06","ALUCINADA PELO DESEJO","-","-","-"
"01411-07","ALUCINADA PELO DESEJO","-","-","-"
"01205-06","TROTE DOS SÁDICOS, O","-","-","-"
"01205-07","TROTE DOS SÁDICOS, O","-","-","-"
"01205-08","TROTE DOS SÁDICOS, O","-","-","-"
"01623-01","-","-","-","-"
"01623-03","-","-","-","-"
"01623-02","-","-","-","-"
"01610-02e03","-","-","-","-"
"01615-02","ALUCINAÇÃO","-","-","-"
"01615-01","ALUCINAÇÃO","-","-","-"
"01615-03e04","ALUCINAÇÃO","-","-","-"
"01492-01","VIRGEM CAMUFLADA, A","-","-","-"
"01492-02","VIRGEM CAMUFLADA, A","-","-","-"
"01489-01","-","-","-","-"
"01489-03","-","-","-","-"
"01489-04","-","-","-","-"
"01251-05","EMPREGADA PARA TODO SERVIÇO...","-","-","-"
"01251-06","EMPREGADA PARA TODO SERVIÇO...","-","-","-"
"01251-08","EMPREGADA PARA TODO SERVIÇO...","-","-","-"
"01251-08","EMPREGADA PARA TODO SERVIÇO...","-","-","-"
"01251-07","EMPREGADA PARA TODO SERVIÇO...","-","-","-"
"01251-07","EMPREGADA PARA TODO SERVIÇO...","-","-","-"
"01421-05","-","-","-","-"
"01421-06","-","-","-","-"
"01421-07e08","-","-","-","-"
"01617-01","É SIMONAL","-","-","-"
"01617-03e04","É SIMONAL","-","-","-"
"01617-02","É SIMONAL","-","-","-"
"01600-01","JOVENS PRÁ FRENTE","-","-","-"
"01600-03a05","JOVENS PRÁ FRENTE","-","-","-"
"01600-02","JOVENS PRÁ FRENTE","-","-","-"
"01600-06e07","JOVENS PRÁ FRENTE","-","-","-"
"01485-06","CÉU ABERTO","-","-","-"
"01485-08e09","CÉU ABERTO","02","-","-"
"01485-10","CÉU ABERTO","-","-","-"
"01492-03e04","VIRGEM CAMUFLADA, A","-","-","-"
"01586-01","NÊGA CHAMADA TEREZA, UMA","-","-","-"
"01586-03","NÊGA CHAMADA TEREZA, UMA","-","-","-"
"01586-04","NÊGA CHAMADA TEREZA, UMA","-","-","-"
"01586-05e06","NÊGA CHAMADA TEREZA, UMA","-","-","-"
"01586-07e08","NÊGA CHAMADA TEREZA, UMA","-","-","-"
"01415-01","DIA QUALQUER..., Um","-","-","-"
"01415-03e04","DIA QUALQUER..., Um","-","-","-"
"01616-01","RODEIO DE BRAVOS : ONDE O CHÃO É O LIMITE","-","-","-"
"01616-02","RODEIO DE BRAVOS : ONDE O CHÃO É O LIMITE","-","-","-"
"01594-05","MULHER AMANTE","-","-","-"
"01594-04","MULHER AMANTE","-","-","-"
"01594-06","MULHER AMANTE","-","-","-"
"01594-07","MULHER AMANTE","-","-","-"
"01594-08","MULHER AMANTE","-","-","-"
"01622-03e04","-","-","-","-"
"01602-05","-","-","-","-"
"01602-06","-","-","-","-"
"01422-01","-","-","-","-"
"01422-02","-","-","-","-"
"01399-05","MATA A COBRA E MOSTRA O PAU","-","-","-"
"01399-06","MATA A COBRA E MOSTRA O PAU","-","-","-"
"01304-05","-","-","-","-"
"01304-06","-","-","-","-"
"01587-01","-","-","-","-"
"01583-02","CRIME NO VERÃO, Um","-","-","-"
"01583-01","CRIME NO VERÃO, Um","-","-","-"
"01593-01","LUTA PELO SEXO, A","-","-","-"
"01593-02","LUTA PELO SEXO, A","-","-","-"
"01602-02","-","-","-","-"
"01598-05","SEÑORA DE FÁTIMA, La","-","-","-"
"01602-04","-","-","-","-"
"01600-08","GRANDE ASSALTO, O","02","-","-"
"01601-01","BRASILIANA","-","-","-"
"01601-02","BRASILIANA","-","-","-"
"01601-02e04","BRASILIANA","-","-","-"
"01601-03","BRASILIANA","-","-","-"
"01620-02","-","-","-","-"
"01620-03","-","-","-","-"
"01620-04","-","-","-","-"
"01204-06","FILHOS E AMANTES","-","-","-"
"01204-07","FILHOS E AMANTES","-","-","-"
"01165-01","CADA UM DÁ O QUE TEM","-","-","-"
"01165-02","CADA UM DÁ O QUE TEM","-","-","-"
"01660-01","TÔ NA TUA, Ô BICHO","-","-","-"
"01660-05","TÔ NA TUA, Ô BICHO","-","-","-"
"01660-02","TÔ NA TUA, Ô BICHO","-","-","-"
"01660-04","TÔ NA TUA, Ô BICHO","-","-","-"
"01660-03","TÔ NA TUA, Ô BICHO","-","-","-"
"01662-02","EXCITAÇÃO DIABÓLICA","-","-","-"
"01735-01","JÂNIO A 24 QUADROS","-","-","-"
"01735-03e04","JÂNIO A 24 QUADROS","-","-","-"
"01735-02","JÂNIO A 24 QUADROS","-","-","-"
"01705-01","MÁFIA SEXUAL, A","-","-","-"
"01705-02","MÁFIA SEXUAL, A","-","-","-"
"01705-03e04","MÁFIA SEXUAL, A","-","-","-"
"01632-05","TRÊS JUSTICEIROS, Os","-","-","-"
"01632-06","TRÊS JUSTICEIROS, OS","-","-","-"
"01631-02","QUANDO OS DEUSES ADORMECEM","-","-","-"
"01634-01","IMPÉRIO DO DESEJO","-","-","-"
"01634-03","IMPÉRIO DO DESEJO","-","-","-"
"01634-04","IMPÉRIO DO DESEJO","-","-","-"
"01634-05","IMPÉRIO DO DESEJO","-","-","-"
"01694-02e03","-","-","-","-"
"01634-02","IMPÉRIO DO DESEJO","-","-","-"
"01694-01","-","-","-","-"
"20062-01","-","-","-","-"
"01436-03e04","-","-","-","-"
"01450-09e10","QUARTO DA VIUVA, O","-","-","-"
"20062-02","-","-","-","-"
"01448-05e06","CHÃO BRUTO","-","-","-"
"01448-07e08","CHÃO BRUTO","-","-","-"
"01667-02","CIDADE OCULTA","-","-","-"
"01667-03e04","CIDADE OCULTA","-","-","-"
"01667-05e06","CIDADE OCULTA","-","-","-"
"01668-01","MADE IN BRAZIL","-","-","-"
"01668-03","MADE IN BRAZIL","-","-","-"
"01668-04e05","MADE IN BRAZIL","-","-","-"
"01668-02","MADE IN BRAZIL","-","-","-"
"01675-02","SANTO SUDÁRIO, O","-","-","-"
"01675-03e04","SANTO SUDÁRIO, O","-","-","-"
"01631-01","QUANDO OS DEUSES ADORMECEM","-","-","-"
"01667-01","CIDADE OCULTA","-","-","-"
"01682-01","TEU TUA","-","-","-"
"01632-01","-","-","-","-"
"01632-02","-","-","-","-"
"01439-01","-","-","-","-"
"01675-01","SANTO SUDÁRIO, O","-","-","-"
"01704-06","GREGÓRIO 38","-","-","-"
"01704-08e09","GREGÓRIO 38","-","-","-"
"01704-07","GREGÓRIO 38","-","-","-"
"01631-05","DIABO DE VILA VELHA, O","-","-","-"
"01631-06","DIABO DE VILA VELHA, O","-","-","-"
"01684-01","-","-","-","-"
"01680-01","GAROTAS DO SEXO LIVRE","-","-","-"
"01680-03","-","-","-","-"
"01680-02","GAROTAS DO SEXO LIVRE","-","-","-"
"01680-02e04","-","-","-","-"
"01468-01","SEDE DE AMAR CAPUZES NEGROS","-","-","-"
"01468-03e04","SEDE DE AMAR CAPUZES NEGROS","-","-","-"
"01437-01","SUPER MANSO, O","-","-","-"
"01437-02","SUPER MANSO, O","-","-","-"
"01453-05e06","LOUCURAS DE UM SEDUTOR, As","-","-","-"
"01712-01","SERÁ QUE ...ELA AGUENTA?","-","-","-"
"01712-02","SERÁ QUE ...ELA AGUENTA?","-","-","-"
"01704-02","SANGUE EM SANTA MARIA","-","-","-"
"01704-04e05","SANGUE EM SANTA MARIA","-","-","-"
"01704-03","SANGUE EM SANTA MARIA","-","-","-"
"01685-01","-","-","-","-"
"01685-02","-","-","-","-"
"01685-03e04","-","-","-","-"
"01683-01","NOVA ERA, A","-","-","-"
"01683-02","NOVA ERA, A","-","-","-"
"01696-01","SINFONIA BRASILEIRA","-","-","-"
"01696-02","SINFONIA BRASILEIRA","-","-","-"
"01696-03","SINFONIA BRASILEIRA","-","-","-"
"01696-04","SINFONIA BRASILEIRA","-","-","-"
"01695-01","MORTE NÃO MARCA TEMPO, A","-","-","-"
"01695-02","MORTE NÃO MARCA TEMPO, A","-","-","-"
"01695-03e04","MORTE NÃO MARCA TEMPO, A","-","-","-"
"01456-01","SECRETÁRIAS ...QUE FAZEM TUDO, As","-","-","-"
"01456-02","SECRETÁRIAS ...QUE FAZEM TUDO, As","-","-","-"
"01439-02","-","-","-","-"
"01439-04","-","-","-","-"
"01453-03e04","LOUCURAS DE UM SEDUTOR, As","-","-","-"
"01824-01","-","-","-","-"
"01824-02","-","-","-","-"
"01824-03e04","-","-","-","-"
"09329-02","-","-","-","-"
"01824-06","-","-","-","-"
"01707-01","AZARENTO : UM HOMEM DE SORTE, O","-","-","-"
"01707-02","AZARENTO : UM HOMEM DE SORTE, O","-","-","-"
"01707-03e04","AZARENTO : UM HOMEM DE SORTE, O","-","-","-"
"01707-05e06","AZARENTO : UM HOMEM DE SORTE, O","-","-","-"
"01708-01","FUSCÃO PRETO","-","-","-"
"01708-02","FUSCÃO PRETO","-","-","-"
"01715-01","BAIANO FANTASMA, O","-","-","-"
"01715-02","BAIANO FANTASMA, O","-","-","-"
"01704-01","-","-","-","-"
"01709-02","RASTROS NA AREIA","-","-","-"
"01709-02e04","RASTROS NA AREIA","-","-","-"
"01708-03","EROS","-","-","-"
"01708-04","EROS","-","-","-"
"01741-01","PANTANAL DE SANGUE","-","-","-"
"01741-02","PANTANAL DE SANGUE","-","-","-"
"01746-01","QUEM É BETA? : PAS DE VIOLENCE ENTRE NOUS","-","-","-"
"01746-02","QUEM É BETA? : PAS DE VIOLENCE ENTRE NOUS","-","-","-"
"01709-01","RASTROS NA AREIA","-","-","-"
