"country_name","program_name","FY1946"
"Malaysia","Other State Assistance",
"Malaysia","Other USAID Assistance",
"Malaysia","Other USDA Assistance",
"Malaysia","Peace Corps",
"Malaysia","Title II",
"Maldives","Department of Defense Security Assistance",
"Maldives","Narcotics Control",
"Maldives","Other Active Grant Programs",
"Maldives","Other State Assistance",
"Maldives","Other USAID Assistance",
"Maldives","Title I",
"Mali","Child Survival and Health",
"Mali","Department of Defense Security Assistance",
"Mali","Development Assistance",
"Mali","Economic Support Fund/Security Support Assistance",
"Mali","Food For Education",
"Mali","Global HIV/AIDS Initiative",
"Mali","Global Health and Child Survival",
"Mali","Migration and Refugee Assistance",
"Mali","Millennium Challenge Corporation",
"Mali","Nonproliferation, Anti-Terrorism, Demining and Related",
"Mali","Other Active Grant Programs",
"Mali","Other State Assistance",
"Mali","Other USAID Assistance",
"Mali","Peace Corps",
"Mali","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Mali","Title I",
"Mali","Title II",
"Mali","Title III",
"Malta","Department of Defense Security Assistance",
"Malta","Economic Support Fund/Security Support Assistance",
"Malta","Nonproliferation, Anti-Terrorism, Demining and Related",
"Malta","Other Active Grant Programs",
"Malta","Other USAID Assistance",
"Malta","Peace Corps",
"Malta","Title II",
"Marshall Islands","Economic Support Fund/Security Support Assistance",
"Marshall Islands","Other Active Grant Programs",
"Marshall Islands","Other State Assistance",
"Marshall Islands","Other USAID Assistance",
"Mauritania","Department of Defense Security Assistance",
"Mauritania","Development Assistance",
"Mauritania","Economic Support Fund/Security Support Assistance",
"Mauritania","Migration and Refugee Assistance",
"Mauritania","Millennium Challenge Corporation",
"Mauritania","Nonproliferation, Anti-Terrorism, Demining and Related",
"Mauritania","Other Active Grant Programs",
"Mauritania","Other State Assistance",
"Mauritania","Other USAID Assistance",
"Mauritania","Peace Corps",
"Mauritania","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Mauritania","Title I",
"Mauritania","Title II",
"Mauritius","Department of Defense Security Assistance",
"Mauritius","Development Assistance",
"Mauritius","Economic Support Fund/Security Support Assistance",
"Mauritius","Narcotics Control",
"Mauritius","Nonproliferation, Anti-Terrorism, Demining and Related",
"Mauritius","Other Active Grant Programs",
"Mauritius","Other State Assistance",
"Mauritius","Other USAID Assistance",
"Mauritius","Peace Corps",
"Mauritius","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Mauritius","Title I",
"Mauritius","Title II",
"Mexico","Child Survival and Health",
"Mexico","Department of Defense Security Assistance",
"Mexico","Development Assistance",
"Mexico","Economic Support Fund/Security Support Assistance",
"Mexico","Global Health and Child Survival",
"Mexico","Inactive Programs",1200000
"Mexico","Migration and Refugee Assistance",
"Mexico","Narcotics Control",
"Mexico","Nonproliferation, Anti-Terrorism, Demining and Related",
"Mexico","Other Active Grant Programs",
"Mexico","Other State Assistance",
"Mexico","Other USAID Assistance",
"Mexico","Other USDA Assistance",
"Mexico","Peace Corps",
"Mexico","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Mexico","Title I",
"Mexico","Title II",
"Micronesia (Federated States of)","Department of Defense Security Assistance",
"Micronesia (Federated States of)","Economic Support Fund/Security Support Assistance",
"Micronesia (Federated States of)","Other Active Grant Programs",
"Micronesia (Federated States of)","Other State Assistance",
"Micronesia (Federated States of)","Peace Corps",
"Middle East & North Africa (not specified)","Child Survival and Health",
"Middle East & North Africa (not specified)","Department of Defense Security Assistance",
"Middle East & North Africa (not specified)","Development Assistance",
"Middle East & North Africa (not specified)","Economic Support Fund/Security Support Assistance",
"Middle East & North Africa (not specified)","Migration and Refugee Assistance",
"Middle East & North Africa (not specified)","Narcotics Control",
"Middle East & North Africa (not specified)","Nonproliferation, Anti-Terrorism, Demining and Related",
"Middle East & North Africa (not specified)","Other Active Grant Programs",
"Middle East & North Africa (not specified)","Other State Assistance",
"Middle East & North Africa (not specified)","Other USAID Assistance",
"Middle East & North Africa (not specified)","Other USDA Assistance",
"Middle East & North Africa (not specified)","Peace Corps",
"Middle East & North Africa (not specified)","Title II",
"Moldova","Child Survival and Health",
"Moldova","Department of Defense Security Assistance",
"Moldova","Development Assistance",
"Moldova","Economic Support Fund/Security Support Assistance",
"Moldova","Food For Education",
"Moldova","Migration and Refugee Assistance",
"Moldova","Millennium Challenge Corporation",
"Moldova","Narcotics Control",
"Moldova","Nonproliferation, Anti-Terrorism, Demining and Related",
"Moldova","Other Active Grant Programs",
"Moldova","Other State Assistance",
"Moldova","Other USAID Assistance",
"Moldova","Other USDA Assistance",
"Moldova","Peace Corps",
"Moldova","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Moldova","Title I",
"Mongolia","Child Survival and Health",
"Mongolia","Development Assistance",
"Mongolia","Economic Support Fund/Security Support Assistance",
"Mongolia","Migration and Refugee Assistance",
"Mongolia","Millennium Challenge Corporation",
"Mongolia","Narcotics Control",
"Mongolia","Other Active Grant Programs",
"Mongolia","Other State Assistance",
"Mongolia","Other USAID Assistance",
"Mongolia","Peace Corps",
"Mongolia","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Mongolia","Title I",
"Mongolia","Title II",
"Montenegro","Department of Defense Security Assistance",
"Montenegro","Development Assistance",
"Montenegro","Narcotics Control",
"Montenegro","Nonproliferation, Anti-Terrorism, Demining and Related",
"Montenegro","Other Active Grant Programs",
"Montenegro","Other State Assistance",
"Montenegro","Other USAID Assistance",
"Morocco","Child Survival and Health",
"Morocco","Department of Defense Security Assistance",
"Morocco","Development Assistance",
"Morocco","Economic Support Fund/Security Support Assistance",
"Morocco","Global HIV/AIDS Initiative",
"Morocco","Millennium Challenge Corporation",
"Morocco","Narcotics Control",
"Morocco","Nonproliferation, Anti-Terrorism, Demining and Related",
"Morocco","Other Active Grant Programs",
"Morocco","Other State Assistance",
"Morocco","Other USAID Assistance",
"Morocco","Peace Corps",
"Morocco","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Morocco","Title I",
"Morocco","Title II",
"Mozambique","Child Survival and Health",
"Mozambique","Department of Defense Security Assistance",
"Mozambique","Development Assistance",
"Mozambique","Economic Support Fund/Security Support Assistance",
"Mozambique","Food For Education",
"Mozambique","Global HIV/AIDS Initiative",
"Mozambique","Global Health and Child Survival",
"Mozambique","Migration and Refugee Assistance",
"Mozambique","Millennium Challenge Corporation",
"Mozambique","Narcotics Control",
"Mozambique","Nonproliferation, Anti-Terrorism, Demining and Related",
"Mozambique","Other Active Grant Programs",
"Mozambique","Other State Assistance",
"Mozambique","Other USAID Assistance",
"Mozambique","Peace Corps",
"Mozambique","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Mozambique","Title I",
"Mozambique","Title II",
"Mozambique","Title III",
"Namibia","Child Survival and Health",
"Namibia","Department of Defense Security Assistance",
"Namibia","Development Assistance",
"Namibia","Economic Support Fund/Security Support Assistance",
"Namibia","Global HIV/AIDS Initiative",
"Namibia","Global Health and Child Survival",
"Namibia","Migration and Refugee Assistance",
"Namibia","Millennium Challenge Corporation",
"Namibia","Nonproliferation, Anti-Terrorism, Demining and Related",
"Namibia","Other Active Grant Programs",
"Namibia","Other State Assistance",
"Namibia","Other USAID Assistance",
"Namibia","Peace Corps",
"Namibia","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Namibia","Title II",
"Nepal","Child Survival and Health",
"Nepal","Department of Defense Security Assistance",
"Nepal","Development Assistance",
"Nepal","Economic Support Fund/Security Support Assistance",
"Nepal","Food For Education",
"Nepal","Global Health and Child Survival",
"Nepal","Migration and Refugee Assistance",
"Nepal","Narcotics Control",
"Nepal","Nonproliferation, Anti-Terrorism, Demining and Related",
"Nepal","Other Active Grant Programs",
"Nepal","Other State Assistance",
"Nepal","Other USAID Assistance",
"Nepal","Other USDA Assistance",
"Nepal","Peace Corps",
"Nepal","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Nepal","Title I",
"Nepal","Title II",
"Netherlands","Department of Defense Security Assistance",
"Netherlands","Inactive Programs",24500000
"Netherlands","Narcotics Control",
"Netherlands","Other Active Grant Programs",
"Netherlands","Other USAID Assistance",
"Netherlands","Title II",
"New Zealand","Inactive Programs",
"New Zealand","Other Active Grant Programs",
"Nicaragua","Child Survival and Health",
"Nicaragua","Department of Defense Security Assistance",
"Nicaragua","Development Assistance",
"Nicaragua","Economic Support Fund/Security Support Assistance",
"Nicaragua","Food For Education",
"Nicaragua","Global HIV/AIDS Initiative",
"Nicaragua","Global Health and Child Survival",
"Nicaragua","Inactive Programs",1700000
"Nicaragua","Migration and Refugee Assistance",
"Nicaragua","Millennium Challenge Corporation",
"Nicaragua","Narcotics Control",
"Nicaragua","Nonproliferation, Anti-Terrorism, Demining and Related",
"Nicaragua","Other Active Grant Programs",
"Nicaragua","Other State Assistance",
"Nicaragua","Other USAID Assistance",
"Nicaragua","Peace Corps",
"Nicaragua","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Nicaragua","Title I",
"Nicaragua","Title II",
"Nicaragua","Title III",
"Niger","Child Survival and Health",
"Niger","Department of Defense Security Assistance",
"Niger","Development Assistance",
"Niger","Economic Support Fund/Security Support Assistance",
"Niger","Global Health and Child Survival",
"Niger","Millennium Challenge Corporation",
"Niger","Narcotics Control",
"Niger","Nonproliferation, Anti-Terrorism, Demining and Related",
"Niger","Other Active Grant Programs",
"Niger","Other State Assistance",
"Niger","Other USAID Assistance",
"Niger","Peace Corps",
"Niger","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Niger","Title I",
"Niger","Title II",
"Nigeria","Child Survival and Health",
"Nigeria","Department of Defense Security Assistance",
"Nigeria","Development Assistance",
"Nigeria","Economic Support Fund/Security Support Assistance",
"Nigeria","Global HIV/AIDS Initiative",
"Nigeria","Global Health and Child Survival",
"Nigeria","Inactive Programs",
"Nigeria","Migration and Refugee Assistance",
"Nigeria","Narcotics Control",
"Nigeria","Nonproliferation, Anti-Terrorism, Demining and Related",
"Nigeria","Other Active Grant Programs",
"Nigeria","Other State Assistance",
"Nigeria","Other USAID Assistance",
"Nigeria","Peace Corps",
"Nigeria","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Nigeria","Title II",
"Norway","Inactive Programs",
"Norway","Other Active Grant Programs",
"Norway","Other USAID Assistance",
"Norway","Title II",
"Oceania (not specified)","Department of Defense Security Assistance",
"Oceania (not specified)","Development Assistance",
"Oceania (not specified)","Economic Support Fund/Security Support Assistance",
"Oceania (not specified)","Global Health and Child Survival",
"Oceania (not specified)","Inactive Programs",4400000
"Oceania (not specified)","Other Active Grant Programs",
"Oceania (not specified)","Other USAID Assistance",
"Oceania (not specified)","Peace Corps",
"Oceania (not specified)","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Oceania (not specified)","Title II",
"Oceania (not specified)","Voluntary Contributions to Multilateral Organizations, Total",
"Oman","Department of Defense Security Assistance",
"Oman","Development Assistance",
"Oman","Economic Support Fund/Security Support Assistance",
"Oman","Nonproliferation, Anti-Terrorism, Demining and Related",
"Oman","Other Active Grant Programs",
"Oman","Other State Assistance",
"Oman","Other USAID Assistance",
"Oman","Peace Corps",
"Pakistan","Child Survival and Health",
"Pakistan","Department of Defense Security Assistance",
"Pakistan","Development Assistance",
"Pakistan","Economic Support Fund/Security Support Assistance",
"Pakistan","Food For Education",
"Pakistan","Global Health and Child Survival",
"Pakistan","Inactive Programs",
"Pakistan","Migration and Refugee Assistance",
"Pakistan","Narcotics Control",
"Pakistan","Nonproliferation, Anti-Terrorism, Demining and Related",
"Pakistan","Other Active Grant Programs",
"Pakistan","Other State Assistance",
"Pakistan","Other USAID Assistance",
"Pakistan","Other USDA Assistance",
"Pakistan","Peace Corps",
"Pakistan","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Pakistan","Title I",
"Pakistan","Title II",
"Palau","Economic Support Fund/Security Support Assistance",
"Palau","Nonproliferation, Anti-Terrorism, Demining and Related",
"Palau","Other Active Grant Programs",
"Panama","Child Survival and Health",
"Panama","Department of Defense Security Assistance",
"Panama","Development Assistance",
"Panama","Economic Support Fund/Security Support Assistance",
"Panama","Global HIV/AIDS Initiative",
"Panama","Inactive Programs",200000
"Panama","Migration and Refugee Assistance",
"Panama","Narcotics Control",
"Panama","Nonproliferation, Anti-Terrorism, Demining and Related",
"Panama","Other Active Grant Programs",
"Panama","Other State Assistance",
"Panama","Other USAID Assistance",
"Panama","Peace Corps",
"Panama","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Panama","Title I",
"Panama","Title II",
"Papua New Guinea","Child Survival and Health",
"Papua New Guinea","Department of Defense Security Assistance",
"Papua New Guinea","Economic Support Fund/Security Support Assistance",
"Papua New Guinea","Global HIV/AIDS Initiative",
"Papua New Guinea","Global Health and Child Survival",
"Papua New Guinea","Narcotics Control",
"Papua New Guinea","Other Active Grant Programs",
"Papua New Guinea","Other State Assistance",
"Papua New Guinea","Other USAID Assistance",
"Papua New Guinea","Peace Corps",
"Papua New Guinea","Title II",
"Paraguay","Child Survival and Health",
"Paraguay","Department of Defense Security Assistance",
"Paraguay","Development Assistance",
"Paraguay","Economic Support Fund/Security Support Assistance",
"Paraguay","Global Health and Child Survival",
"Paraguay","Inactive Programs",400000
"Paraguay","Millennium Challenge Corporation",
"Paraguay","Narcotics Control",
"Paraguay","Nonproliferation, Anti-Terrorism, Demining and Related",
"Paraguay","Other Active Grant Programs",
"Paraguay","Other State Assistance",
"Paraguay","Other USAID Assistance",
"Paraguay","Peace Corps",
"Paraguay","Title I",
"Paraguay","Title II",
"Peru","Child Survival and Health",
"Peru","Department of Defense Security Assistance",
"Peru","Development Assistance",
"Peru","Economic Support Fund/Security Support Assistance",
"Peru","Food For Education",
"Peru","Global Health and Child Survival",
"Peru","Inactive Programs",600000
"Peru","Migration and Refugee Assistance",
"Peru","Millennium Challenge Corporation",
"Peru","Narcotics Control",
"Peru","Nonproliferation, Anti-Terrorism, Demining and Related",
"Peru","Other Active Grant Programs",
"Peru","Other State Assistance",
"Peru","Other USAID Assistance",
"Peru","Other USDA Assistance",
"Peru","Peace Corps",
"Peru","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Peru","Title I",
"Peru","Title II",
"Peru","Title III",
"Philippines","Child Survival and Health",
"Philippines","Department of Defense Security Assistance",
"Philippines","Development Assistance",
"Philippines","Economic Support Fund/Security Support Assistance",
"Philippines","Global Health and Child Survival",
"Philippines","Inactive Programs",31400000
"Philippines","Migration and Refugee Assistance",
"Philippines","Millennium Challenge Corporation",
"Philippines","Narcotics Control",
"Philippines","Nonproliferation, Anti-Terrorism, Demining and Related",
"Philippines","Other Active Grant Programs",
"Philippines","Other State Assistance",
"Philippines","Other USAID Assistance",
"Philippines","Other USDA Assistance",
"Philippines","Peace Corps",
"Philippines","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Philippines","Title I",
"Philippines","Title II",
"Poland","Department of Defense Security Assistance",
"Poland","Economic Support Fund/Security Support Assistance",
"Poland","Inactive Programs",224900000
"Poland","Migration and Refugee Assistance",
"Poland","Narcotics Control",
"Poland","Nonproliferation, Anti-Terrorism, Demining and Related",
"Poland","Other Active Grant Programs",
"Poland","Other State Assistance",
"Poland","Other USAID Assistance",
"Poland","Peace Corps",
"Poland","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Poland","Title I",
"Poland","Title II",
"Portugal","Department of Defense Security Assistance",
"Portugal","Economic Support Fund/Security Support Assistance",
"Portugal","Other Active Grant Programs",
"Portugal","Other USAID Assistance",
"Portugal","Other USDA Assistance",
"Portugal","Title I",
"Portugal","Title II",
"Qatar","Nonproliferation, Anti-Terrorism, Demining and Related",
"Qatar","Other Active Grant Programs",
"Romania","Child Survival and Health",
"Romania","Department of Defense Security Assistance",
"Romania","Development Assistance",
"Romania","Economic Support Fund/Security Support Assistance",
"Romania","Narcotics Control",
"Romania","Nonproliferation, Anti-Terrorism, Demining and Related",
"Romania","Other Active Grant Programs",
"Romania","Other State Assistance",
"Romania","Other USAID Assistance",
"Romania","Other USDA Assistance",
"Romania","Peace Corps",
"Romania","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Romania","Title I",
"Romania","Title II",
"Russia","Child Survival and Health",
"Russia","Department of Defense Security Assistance",
"Russia","Development Assistance",
"Russia","Economic Support Fund/Security Support Assistance",
"Russia","Global HIV/AIDS Initiative",
"Russia","Global Health and Child Survival",
"Russia","Migration and Refugee Assistance",
"Russia","Narcotics Control",
"Russia","Nonproliferation, Anti-Terrorism, Demining and Related",
"Russia","Other Active Grant Programs",
"Russia","Other State Assistance",
"Russia","Other USAID Assistance",
"Russia","Other USDA Assistance",
"Russia","Peace Corps",
"Russia","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Russia","Title I",
"Russia","Title II",
"Rwanda","Child Survival and Health",
"Rwanda","Department of Defense Security Assistance",
"Rwanda","Development Assistance",
"Rwanda","Economic Support Fund/Security Support Assistance",
"Rwanda","Food For Education",
"Rwanda","Global HIV/AIDS Initiative",
"Rwanda","Global Health and Child Survival",
"Rwanda","Migration and Refugee Assistance",
"Rwanda","Millennium Challenge Corporation",
"Rwanda","Nonproliferation, Anti-Terrorism, Demining and Related",
"Rwanda","Other Active Grant Programs",
"Rwanda","Other State Assistance",
"Rwanda","Other USAID Assistance",
"Rwanda","Peace Corps",
"Rwanda","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Rwanda","Title II",
"Samoa","Other Active Grant Programs",
"Samoa","Other State Assistance",
"Samoa","Other USAID Assistance",
"Samoa","Peace Corps",
"Sao Tome & Principe","Department of Defense Security Assistance",
"Sao Tome & Principe","Development Assistance",
"Sao Tome & Principe","Economic Support Fund/Security Support Assistance",
"Sao Tome & Principe","Global Health and Child Survival",
"Sao Tome & Principe","Millennium Challenge Corporation",
"Sao Tome & Principe","Nonproliferation, Anti-Terrorism, Demining and Related",
"Sao Tome & Principe","Other Active Grant Programs",
"Sao Tome & Principe","Other State Assistance",
"Sao Tome & Principe","Other USAID Assistance",
"Sao Tome & Principe","Peace Corps",
"Sao Tome & Principe","Title II",
"Saudi Arabia","Economic Support Fund/Security Support Assistance",
"Saudi Arabia","Inactive Programs",4300000
"Saudi Arabia","Migration and Refugee Assistance",
"Saudi Arabia","Narcotics Control",
"Saudi Arabia","Nonproliferation, Anti-Terrorism, Demining and Related",
"Saudi Arabia","Other Active Grant Programs",
"Saudi Arabia","Other State Assistance",
"Saudi Arabia","Other USAID Assistance",
"Senegal","Child Survival and Health",
"Senegal","Department of Defense Security Assistance",
"Senegal","Development Assistance",
"Senegal","Economic Support Fund/Security Support Assistance",
"Senegal","Food For Education",
"Senegal","Global HIV/AIDS Initiative",
"Senegal","Global Health and Child Survival",
"Senegal","Migration and Refugee Assistance",
"Senegal","Millennium Challenge Corporation",
"Senegal","Narcotics Control",
"Senegal","Nonproliferation, Anti-Terrorism, Demining and Related",
"Senegal","Other Active Grant Programs",
"Senegal","Other State Assistance",
"Senegal","Other USAID Assistance",
"Senegal","Peace Corps",
"Senegal","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Senegal","Title I",
"Senegal","Title II",
"Senegal","Title III",
"Serbia","Department of Defense Security Assistance",
"Serbia","Development Assistance",
"Serbia","Economic Support Fund/Security Support Assistance",
"Serbia","Migration and Refugee Assistance",
"Serbia","Narcotics Control",
"Serbia","Nonproliferation, Anti-Terrorism, Demining and Related",
"Serbia","Other Active Grant Programs",
"Serbia","Other State Assistance",
"Serbia","Other USAID Assistance",
"Serbia","Title II",
"Serbia and Montenegro, Former","Department of Defense Security Assistance",
"Serbia and Montenegro, Former","Economic Support Fund/Security Support Assistance",
"Serbia and Montenegro, Former","Global HIV/AIDS Initiative",
"Serbia and Montenegro, Former","Inactive Programs",195300000
"Serbia and Montenegro, Former","Migration and Refugee Assistance",
"Serbia and Montenegro, Former","Nonproliferation, Anti-Terrorism, Demining and Related",
"Serbia and Montenegro, Former","Other Active Grant Programs",
"Serbia and Montenegro, Former","Other State Assistance",
"Serbia and Montenegro, Former","Other USAID Assistance",
"Serbia and Montenegro, Former","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Serbia and Montenegro, Former","Title I",
"Serbia and Montenegro, Former","Title II",
"Seychelles","Department of Defense Security Assistance",
"Seychelles","Development Assistance",
"Seychelles","Economic Support Fund/Security Support Assistance",
"Seychelles","Nonproliferation, Anti-Terrorism, Demining and Related",
"Seychelles","Other Active Grant Programs",
"Seychelles","Other USAID Assistance",
"Seychelles","Peace Corps",
"Seychelles","Title II",
"Sierra Leone","Child Survival and Health",
"Sierra Leone","Department of Defense Security Assistance",
"Sierra Leone","Development Assistance",
"Sierra Leone","Economic Support Fund/Security Support Assistance",
"Sierra Leone","Food For Education",
"Sierra Leone","Global HIV/AIDS Initiative",
"Sierra Leone","Global Health and Child Survival",
"Sierra Leone","Migration and Refugee Assistance",
"Sierra Leone","Narcotics Control",
"Sierra Leone","Other Active Grant Programs",
"Sierra Leone","Other State Assistance",
"Sierra Leone","Other USAID Assistance",
"Sierra Leone","Peace Corps",
"Sierra Leone","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Sierra Leone","Title I",
"Sierra Leone","Title II",
"Singapore","Narcotics Control",
"Singapore","Nonproliferation, Anti-Terrorism, Demining and Related",
"Singapore","Other Active Grant Programs",
"Singapore","Title II",
"Slovakia","Economic Support Fund/Security Support Assistance",
"Slovakia","Narcotics Control",
"Slovakia","Nonproliferation, Anti-Terrorism, Demining and Related",
"Slovakia","Other Active Grant Programs",
"Slovakia","Other State Assistance",
"Slovakia","Other USAID Assistance",
"Slovakia","Peace Corps",
"Slovenia","Department of Defense Security Assistance",
"Slovenia","Nonproliferation, Anti-Terrorism, Demining and Related",
"Slovenia","Other Active Grant Programs",
"Slovenia","Other State Assistance",
"Slovenia","Other USAID Assistance",
"Slovenia","Title II",
"Solomon Islands","Economic Support Fund/Security Support Assistance",
"Solomon Islands","Other Active Grant Programs",
"Solomon Islands","Other USAID Assistance",
"Solomon Islands","Peace Corps",
"Somalia","Child Survival and Health",
"Somalia","Development Assistance",
"Somalia","Economic Support Fund/Security Support Assistance",
"Somalia","Global Health and Child Survival",
"Somalia","Migration and Refugee Assistance",
"Somalia","Narcotics Control",
"Somalia","Nonproliferation, Anti-Terrorism, Demining and Related",
"Somalia","Other Active Grant Programs",
"Somalia","Other State Assistance",
"Somalia","Other USAID Assistance",
"Somalia","Peace Corps",
"Somalia","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Somalia","Title I",
"Somalia","Title II",
"South Africa","Child Survival and Health",
"South Africa","Department of Defense Security Assistance",
"South Africa","Development Assistance",
"South Africa","Economic Support Fund/Security Support Assistance",
"South Africa","Global HIV/AIDS Initiative",
"South Africa","Global Health and Child Survival",
"South Africa","Inactive Programs",
"South Africa","Migration and Refugee Assistance",
"South Africa","Narcotics Control",
"South Africa","Nonproliferation, Anti-Terrorism, Demining and Related",
"South Africa","Other Active Grant Programs",
"South Africa","Other State Assistance",
"South Africa","Other USAID Assistance",
"South Africa","Other USDA Assistance",
"South Africa","Peace Corps",
"South Africa","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"South Africa","Title II",
"Southern Africa (not specified)","Child Survival and Health",
"Southern Africa (not specified)","Development Assistance",
"Southern Africa (not specified)","Economic Support Fund/Security Support Assistance",
"Southern Africa (not specified)","Global HIV/AIDS Initiative",
"Southern Africa (not specified)","Global Health and Child Survival",
"Southern Africa (not specified)","Migration and Refugee Assistance",
"Southern Africa (not specified)","Other Active Grant Programs",
"Southern Africa (not specified)","Other State Assistance",
"Southern Africa (not specified)","Other USAID Assistance",
"Southern Africa (not specified)","Other USDA Assistance",
"Southern Africa (not specified)","Title II",
"Spain","Department of Defense Security Assistance",
"Spain","Economic Support Fund/Security Support Assistance",
"Spain","Inactive Programs",
"Spain","Other Active Grant Programs",
"Spain","Other USAID Assistance",
"Spain","Title I",
"Spain","Title II",
"Sri Lanka","Child Survival and Health",
"Sri Lanka","Development Assistance",
"Sri Lanka","Economic Support Fund/Security Support Assistance",
"Sri Lanka","Migration and Refugee Assistance",
"Sri Lanka","Millennium Challenge Corporation",
"Sri Lanka","Narcotics Control",
"Sri Lanka","Nonproliferation, Anti-Terrorism, Demining and Related",
"Sri Lanka","Other Active Grant Programs",
"Sri Lanka","Other State Assistance",
"Sri Lanka","Other USAID Assistance",
"Sri Lanka","Peace Corps",
"Sri Lanka","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Sri Lanka","Title I",
"Sri Lanka","Title II",
"Sri Lanka","Title III",
"St. Kitts and Nevis","Department of Defense Security Assistance",
"St. Lucia","Department of Defense Security Assistance",
"St. Lucia","Development Assistance",
"St. Lucia","Other State Assistance",
"St. Lucia","Other USAID Assistance",
"St. Vincent and Grenadines","Department of Defense Security Assistance",
"St. Vincent and Grenadines","Narcotics Control",
"St. Vincent and Grenadines","Other Active Grant Programs",
"St. Vincent and Grenadines","Other State Assistance",
"Sub-Saharan Africa (not specified)","Child Survival and Health",
"Sub-Saharan Africa (not specified)","Department of Defense Security Assistance",
"Sub-Saharan Africa (not specified)","Development Assistance",
"Sub-Saharan Africa (not specified)","Economic Support Fund/Security Support Assistance",
"Sub-Saharan Africa (not specified)","Global HIV/AIDS Initiative",
"Sub-Saharan Africa (not specified)","Global Health and Child Survival",
"Sub-Saharan Africa (not specified)","Migration and Refugee Assistance",
"Sub-Saharan Africa (not specified)","Millennium Challenge Corporation",
"Sub-Saharan Africa (not specified)","Narcotics Control",
"Sub-Saharan Africa (not specified)","Nonproliferation, Anti-Terrorism, Demining and Related",
"Sub-Saharan Africa (not specified)","Other Active Grant Programs",
"Sub-Saharan Africa (not specified)","Other State Assistance",
"Sub-Saharan Africa (not specified)","Other USAID Assistance",
"Sub-Saharan Africa (not specified)","Other USDA Assistance",
"Sub-Saharan Africa (not specified)","Peace Corps",
"Sub-Saharan Africa (not specified)","Title II",
"Sub-Saharan Africa (not specified)","Voluntary Contributions to Multilateral Organizations, Total",
"Sudan","Child Survival and Health",
"Sudan","Department of Defense Security Assistance",
"Sudan","Development Assistance",
"Sudan","Economic Support Fund/Security Support Assistance",
"Sudan","Global HIV/AIDS Initiative",
"Sudan","Global Health and Child Survival",
"Sudan","Migration and Refugee Assistance",
"Sudan","Narcotics Control",
"Sudan","Nonproliferation, Anti-Terrorism, Demining and Related",
"Sudan","Other Active Grant Programs",
"Sudan","Other State Assistance",
"Sudan","Other USAID Assistance",
"Sudan","Peace Corps",
"Sudan","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Sudan","Title I",
"Sudan","Title II",
"Suriname","Department of Defense Security Assistance",
"Suriname","Economic Support Fund/Security Support Assistance",
"Suriname","Global HIV/AIDS Initiative",
"Suriname","Narcotics Control",
"Suriname","Other Active Grant Programs",
"Suriname","Other State Assistance",
"Suriname","Other USAID Assistance",
"Suriname","Peace Corps",
"Suriname","Title I",
"Suriname","Title II",
"Swaziland","Child Survival and Health",
"Swaziland","Department of Defense Security Assistance",
"Swaziland","Development Assistance",
"Swaziland","Economic Support Fund/Security Support Assistance",
"Swaziland","Global HIV/AIDS Initiative",
"Swaziland","Global Health and Child Survival",
"Swaziland","Narcotics Control",
"Swaziland","Nonproliferation, Anti-Terrorism, Demining and Related",
"Swaziland","Other Active Grant Programs",
"Swaziland","Other State Assistance",
"Swaziland","Other USAID Assistance",
"Swaziland","Peace Corps",
"Swaziland","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Swaziland","Title II",
"Sweden","Inactive Programs",500000
"Sweden","Migration and Refugee Assistance",
"Sweden","Other Active Grant Programs",
"Sweden","Other USAID Assistance",
"Switzerland","Migration and Refugee Assistance",
"Switzerland","Narcotics Control",
"Switzerland","Other Active Grant Programs",
"Syria","Economic Support Fund/Security Support Assistance",
